model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
 Corsa,2017,4990.0,Manual,75000,Petrol,30,55.4,1.4
 Corsa,2017,9874.0,Automatic,9899,Petrol,145,47.9,1.4
 Corsa,2018,8817.0,Manual,1712,Petrol,145,43.5,1.4
 Corsa,2017,8500.0,Manual,10202,Petrol,145,55.4,1.4
 Corsa,2014,6661.0,Manual,20180,Petrol,125,51.4,1.2
 Corsa,2017,6595.0,Manual,37336,Petrol,145,54.3,1.4
 Corsa,2017,7999.0,Manual,22322,Petrol,30,54.3,1.4
 Corsa,2017,7500.0,Manual,22150,Petrol,150,55.4,1.4
 Corsa,2017,7000.0,Manual,13554,Petrol,145,54.3,1.4
 Corsa,2015,7194.0,Manual,32885,Petrol,125,54.3,1.4
 Corsa,2016,7477.0,Manual,24348,Petrol,30,55.4,1.4
 Corsa,2015,6149.0,Manual,28567,Petrol,125,52.3,1.2
 Corsa,2017,8970.0,Manual,10164,Petrol,145,49.6,1.4
 Corsa,2015,5995.0,Manual,37271,Petrol,30,55.4,1.4
 Corsa,2009,2895.0,Manual,45115,Petrol,145,48.7,1.2
 Corsa,2015,6377.0,Manual,15405,Petrol,30,55.4,1.4
 Corsa,2015,5999.0,Manual,19625,Petrol,125,52.3,1.2
 Corsa,2015,6292.0,Manual,29253,Petrol,125,53.3,1.2
 Corsa,2016,7499.0,Manual,26147,Petrol,30,55.4,1.4
 Corsa,2015,6999.0,Manual,30909,Petrol,125,52.3,1.2
 Corsa,2012,4968.0,Manual,40626,Petrol,125,51.4,1.2
 Corsa,2015,6490.0,Manual,25000,Petrol,125,54.3,1.4
 Corsa,2012,3970.0,Manual,77000,Petrol,30,55.4,1.0
 Corsa,2009,2940.0,Manual,72000,Petrol,165,46.3,1.2
 Corsa,2016,6979.0,Manual,25286,Petrol,30,54.3,1.4
 Corsa,2012,3940.0,Manual,80000,Petrol,125,51.4,1.4
 Corsa,2013,3790.0,Manual,67481,Petrol,125,51.4,1.4
 Corsa,2013,5240.0,Manual,27000,Petrol,125,51.4,1.2
 Corsa,2015,5899.0,Manual,23290,Petrol,125,52.3,1.2
 Corsa,2019,10250.0,Manual,1453,Petrol,150,43.5,1.4
 Corsa,2015,6848.0,Manual,30658,Petrol,30,55.4,1.4
 Corsa,2016,7574.0,Manual,18249,Petrol,30,55.4,1.4
 Corsa,2017,7216.0,Manual,30955,Petrol,125,54.3,1.4
 Corsa,2018,9999.0,Manual,8248,Petrol,145,49.6,1.4
 Corsa,2016,7348.0,Manual,32114,Petrol,30,55.4,1.4
 Corsa,2014,4499.0,Manual,60715,Petrol,125,51.4,1.2
 Corsa,2016,7050.0,Manual,30356,Petrol,30,55.4,1.4
 Corsa,2013,6190.0,Manual,29058,Petrol,125,51.4,1.2
 Corsa,2007,2690.0,Manual,61429,Petrol,165,45.6,1.4
 Corsa,2010,4690.0,Automatic,70219,Petrol,150,47.9,1.4
 Corsa,2016,7500.0,Manual,35653,Diesel,0,78.5,1.2
 Corsa,2009,2995.0,Manual,75852,Petrol,165,46.3,1.4
 Corsa,2013,3995.0,Manual,82500,Petrol,125,51.4,1.2
 Corsa,2010,4495.0,Manual,40214,Petrol,125,51.4,1.4
 Corsa,2014,4795.0,Manual,72500,Diesel,0,85.6,1.2
 Corsa,2019,7500.0,Manual,19682,Petrol,145,43.5,1.4
 Corsa,2019,7995.0,Manual,15170,Petrol,150,43.5,1.4
 Corsa,2019,10444.0,Automatic,8540,Petrol,145,39.8,1.4
 Corsa,2014,3995.0,Manual,81608,Petrol,125,51.4,1.2
 Corsa,2015,6000.0,Manual,53252,Petrol,30,55.4,1.4
 Corsa,2013,4499.0,Manual,55926,Petrol,125,51.4,1.4
 Corsa,2008,1995.0,Manual,87680,Diesel,30,62.8,1.2
 Corsa,2016,6670.0,Manual,27963,Petrol,30,55.4,1.4
 Corsa,2019,10970.0,Automatic,1206,Petrol,150,39.8,1.4
 Corsa,2015,6470.0,Manual,29441,Petrol,30,55.4,1.4
 Corsa,2019,9995.0,Manual,2343,Petrol,145,43.5,1.4
 Corsa,2019,10500.0,Manual,11636,Petrol,145,43.5,1.4
 Corsa,2018,7945.0,Manual,34309,Petrol,145,54.3,1.4
 Corsa,2013,3997.0,Manual,34743,Petrol,125,51.4,1.2
 Corsa,2019,9450.0,Manual,2167,Petrol,145,43.5,1.4
 Corsa,2018,7479.0,Manual,10715,Petrol,145,55.4,1.4
 Corsa,2016,6999.0,Manual,31733,Petrol,30,55.4,1.4
 Corsa,2016,6490.0,Manual,37872,Petrol,30,54.3,1.4
 Corsa,2010,2790.0,Manual,48412,Petrol,125,53.3,1.2
 Corsa,2015,6995.0,Manual,38200,Petrol,125,52.3,1.2
 Corsa,2020,16749.0,Manual,115,Petrol,145,52.3,1.2
 Corsa,2014,5995.0,Manual,28475,Petrol,125,51.4,1.4
 Corsa,2019,8994.0,Manual,12990,Petrol,145,43.5,1.4
 Corsa,2015,6449.0,Manual,31000,Petrol,30,55.4,1.4
 Corsa,2014,5495.0,Manual,41000,Petrol,125,51.4,1.2
 Corsa,2007,1499.0,Manual,96468,Petrol,165,45.6,1.4
 Corsa,2012,3499.0,Manual,80015,Petrol,30,55.4,1.2
 Corsa,2019,10495.0,Manual,4500,Petrol,150,43.5,1.4
 Corsa,2014,5149.0,Manual,36885,Petrol,125,51.4,1.2
 Corsa,2015,6999.0,Manual,32632,Diesel,0,83.1,1.2
 Corsa,2015,7995.0,Manual,8800,Petrol,125,54.3,1.4
 Corsa,2017,7555.0,Manual,15388,Petrol,30,55.4,1.4
 Corsa,2006,2349.0,Automatic,86000,Petrol,260,38.2,1.4
 Corsa,2019,8448.0,Manual,20000,Petrol,145,43.5,1.4
 Corsa,2016,6399.0,Manual,57851,Diesel,0,83.1,1.2
 Corsa,2018,9926.0,Manual,16773,Petrol,145,49.6,1.4
 Corsa,2017,8495.0,Manual,17701,Petrol,145,54.3,1.4
 Corsa,2012,3995.0,Manual,47752,Petrol,125,51.4,1.2
 Corsa,2019,9995.0,Manual,1875,Petrol,145,43.5,1.4
 Corsa,2016,8232.0,Manual,12197,Petrol,30,55.4,1.0
 Corsa,2019,9995.0,Manual,17296,Petrol,145,43.5,1.4
 Corsa,2019,8700.0,Manual,18750,Petrol,145,43.5,1.4
 Corsa,2016,6999.0,Manual,33397,Petrol,30,55.4,1.4
 Corsa,2015,6999.0,Manual,25638,Petrol,125,52.3,1.2
 Corsa,2019,8795.0,Manual,10643,Petrol,145,43.5,1.4
 Corsa,2017,7995.0,Manual,40000,Diesel,145,80.7,1.2
 Corsa,2018,9265.0,Manual,16313,Petrol,145,43.5,1.4
 Corsa,2018,8388.0,Manual,29620,Petrol,145,55.4,1.4
 Corsa,2011,4317.0,Manual,45000,Petrol,125,53.3,1.2
 Corsa,2019,10695.0,Manual,1250,Petrol,145,43.5,1.4
 Corsa,2018,8495.0,Manual,4275,Petrol,145,43.5,1.4
 Corsa,2016,7637.0,Manual,5048,Petrol,30,55.4,1.4
 Corsa,2017,7490.0,Manual,14428,Petrol,145,55.4,1.4
 Corsa,2015,7034.0,Manual,32500,Petrol,30,55.4,1.4
 Corsa,2014,6634.0,Manual,47438,Petrol,30,56.5,1.0
 Corsa,2016,6208.0,Manual,27091,Petrol,125,53.3,1.2
 Corsa,2017,7562.0,Manual,20273,Petrol,145,55.4,1.4
 Corsa,2008,1495.0,Manual,55000,Petrol,150,48.7,1.2
 Corsa,2015,4000.0,Manual,88500,Petrol,125,53.3,1.2
 Corsa,2014,7000.0,Manual,33123,Petrol,235,38.7,1.6
 Corsa,2016,6299.0,Manual,54144,Diesel,0,85.6,1.2
 Corsa,2006,1495.0,Manual,61467,Petrol,145,48.7,1.2
 Corsa,2012,3995.0,Manual,54164,Petrol,125,53.3,1.2
 Corsa,2018,9295.0,Manual,10985,Petrol,150,43.5,1.4
 Corsa,2012,4495.0,Manual,54051,Petrol,125,51.4,1.4
 Corsa,2015,5729.0,Manual,49242,Petrol,30,55.4,1.4
 Corsa,2015,8895.0,Automatic,10748,Petrol,145,47.1,1.4
 Corsa,2016,5795.0,Manual,55354,Petrol,30,55.4,1.4
 Corsa,2017,10666.0,Manual,40486,Petrol,240,37.7,1.6
 Corsa,2014,5000.0,Manual,62796,Diesel,30,67.3,1.2
 Corsa,2014,4699.0,Manual,44133,Petrol,125,51.4,1.4
 Corsa,2017,10300.0,Manual,5566,Petrol,150,49.6,1.4
 Corsa,2015,7500.0,Manual,27482,Petrol,30,57.6,1.0
 Corsa,2016,8200.0,Manual,14783,Petrol,0,67.7,1.0
 Corsa,2015,5295.0,Manual,53847,Petrol,30,55.4,1.4
 Corsa,2015,6800.0,Manual,46678,Petrol,125,54.3,1.4
 Corsa,2017,7700.0,Manual,32659,Petrol,30,54.3,1.4
 Corsa,2013,5700.0,Manual,34279,Petrol,125,51.4,1.2
 Corsa,2016,7500.0,Manual,28057,Petrol,30,55.4,1.4
 Corsa,2016,8000.0,Manual,40844,Petrol,30,57.7,1.0
 Corsa,2019,10600.0,Manual,1579,Petrol,145,43.5,1.4
 Corsa,2015,9000.0,Automatic,7636,Petrol,145,47.1,1.4
 Corsa,2005,1395.0,Manual,72000,Petrol,145,48.7,1.2
 Corsa,2010,3195.0,Manual,68000,Petrol,125,51.4,1.4
 Corsa,2018,7999.0,Manual,11891,Petrol,145,55.4,1.4
 Corsa,2019,11499.0,Manual,1217,Petrol,145,43.5,1.4
 Corsa,2019,11999.0,Automatic,36,Petrol,145,40.9,1.4
 Corsa,2017,7300.0,Manual,37000,Petrol,145,54.3,1.4
 Corsa,2017,10700.0,Manual,24299,Petrol,240,37.7,1.6
 Corsa,2016,6600.0,Manual,47478,Diesel,0,85.6,1.2
 Corsa,2013,5800.0,Manual,30726,Petrol,125,51.4,1.2
 Corsa,2016,8000.0,Manual,31220,Petrol,30,54.4,1.4
 Corsa,2016,6300.0,Manual,64336,Petrol,30,55.4,1.4
 Corsa,2016,6900.0,Manual,19433,Petrol,30,55.4,1.4
 Corsa,2016,7250.0,Manual,17600,Petrol,30,55.4,1.4
 Corsa,2016,7400.0,Manual,19485,Petrol,30,54.3,1.4
 Corsa,2012,2400.0,Manual,60000,Petrol,125,51.4,1.2
 Corsa,2016,6400.0,Manual,28655,Petrol,30,55.4,1.4
 Corsa,2015,7000.0,Manual,33717,Petrol,30,57.6,1.0
 Corsa,2016,8300.0,Manual,21172,Petrol,30,54.3,1.4
 Corsa,2016,8000.0,Manual,30484,Petrol,30,55.4,1.4
 Corsa,2013,6300.0,Manual,34673,Petrol,125,51.4,1.2
 Corsa,2016,6489.0,Manual,45100,Petrol,30,54.3,1.4
 Corsa,2016,8000.0,Manual,22778,Petrol,30,54.3,1.4
 Corsa,2014,5800.0,Manual,31821,Petrol,125,51.4,1.2
 Corsa,2016,8000.0,Manual,38754,Petrol,30,54.3,1.4
 Corsa,2016,9500.0,Automatic,17993,Petrol,145,47.9,1.4
 Corsa,2019,9500.0,Manual,620,Petrol,150,43.5,1.4
 Corsa,2019,10200.0,Manual,11469,Petrol,145,43.5,1.4
 Corsa,2016,6700.0,Manual,21743,Petrol,30,55.4,1.4
 Corsa,2014,5700.0,Manual,38896,Petrol,125,51.4,1.4
 Corsa,2015,7000.0,Manual,37405,Petrol,125,53.3,0.0
 Corsa,2014,5200.0,Manual,27960,Petrol,30,55.4,1.0
 Corsa,2015,7500.0,Manual,50023,Petrol,125,54.3,1.4
 Corsa,2017,7500.0,Manual,27100,Petrol,145,55.4,1.4
 Corsa,2015,6800.0,Manual,37234,Petrol,30,55.4,1.4
 Corsa,2017,10000.0,Automatic,4551,Petrol,145,47.9,1.4
 Corsa,2018,10600.0,Manual,15313,Petrol,145,49.6,1.4
 Corsa,2017,9000.0,Manual,8320,Petrol,145,54.3,1.4
 Corsa,2017,7000.0,Manual,33927,Petrol,145,55.4,1.4
 Corsa,2018,10800.0,Manual,16421,Petrol,150,49.6,1.4
 Corsa,2012,5700.0,Manual,36272,Petrol,125,51.4,1.2
 Corsa,2016,7000.0,Manual,39506,Petrol,30,55.4,1.4
 Corsa,2016,8000.0,Manual,34304,Petrol,30,54.3,1.4
 Corsa,2017,9000.0,Manual,19844,Petrol,145,55.4,1.4
 Corsa,2016,7000.0,Manual,43291,Petrol,30,55.4,1.4
 Corsa,2017,9500.0,Manual,18686,Petrol,145,55.4,1.4
 Corsa,2015,6000.0,Manual,47654,Petrol,30,55.4,1.4
 Corsa,2015,4961.0,Manual,45750,Petrol,125,53.3,1.2
 Corsa,2015,7800.0,Automatic,32484,Petrol,150,47.9,0.0
 Corsa,2019,10200.0,Manual,13209,Petrol,145,43.5,1.4
 Corsa,2016,8500.0,Manual,20261,Petrol,30,55.4,1.4
 Corsa,2016,8200.0,Manual,21117,Petrol,30,54.3,1.4
 Corsa,2018,9800.0,Manual,14735,Petrol,150,43.5,0.0
 Corsa,2014,6000.0,Manual,31178,Petrol,125,51.4,1.2
 Corsa,2017,7800.0,Manual,11564,Petrol,30,55.4,1.4
 Corsa,2017,8000.0,Manual,24325,Petrol,30,54.3,1.4
 Corsa,2017,9000.0,Manual,15261,Petrol,150,54.3,1.4
 Corsa,2018,11000.0,Automatic,15060,Petrol,145,39.8,0.0
 Corsa,2018,10000.0,Manual,8826,Petrol,150,54.3,1.4
 Corsa,2019,8800.0,Manual,11629,Petrol,145,43.5,0.0
 Corsa,2018,9300.0,Manual,12678,Petrol,145,55.4,1.4
 Corsa,2014,5800.0,Manual,51952,Petrol,125,51.4,1.2
 Corsa,2017,7000.0,Manual,56966,Petrol,30,55.4,1.4
 Corsa,2016,8600.0,Manual,8004,Petrol,30,55.4,1.4
 Corsa,2015,6500.0,Manual,12641,Petrol,125,53.3,1.2
 Corsa,2019,9389.0,Manual,3940,Petrol,145,43.5,1.4
 Corsa,2015,6278.0,Manual,52057,Petrol,30,55.4,1.4
 Corsa,2013,5845.0,Manual,28081,Petrol,125,51.4,1.2
 Corsa,2018,8498.0,Manual,7468,Petrol,145,43.5,1.4
 Corsa,2017,8745.0,Manual,5694,Petrol,145,55.4,1.4
 Corsa,2015,7500.0,Manual,24846,Petrol,125,53.3,0.0
 Corsa,2016,8000.0,Manual,26526,Petrol,30,55.4,1.4
 Corsa,2018,9749.0,Manual,18000,Petrol,145,55.4,1.4
 Corsa,2011,3749.0,Manual,74500,Petrol,125,51.4,1.4
 Corsa,2018,10249.0,Manual,9470,Petrol,145,49.6,1.4
 Corsa,2012,3749.0,Manual,85134,Petrol,125,51.4,1.4
 Corsa,2016,7199.0,Manual,39884,Petrol,30,57.6,1.0
 Corsa,2014,5000.0,Manual,48500,Petrol,125,51.4,1.2
 Corsa,2012,5799.0,Automatic,69000,Petrol,165,44.8,1.4
 Corsa,2016,7249.0,Manual,17000,Petrol,30,55.4,1.4
 Corsa,2016,7299.0,Manual,22500,Petrol,30,54.3,1.4
 Corsa,2012,4999.0,Manual,38646,Diesel,20,67.3,1.2
 Corsa,2019,9388.0,Manual,3575,Petrol,145,43.5,1.4
 Corsa,2014,6600.0,Manual,29311,Petrol,125,51.4,1.2
 Corsa,2018,8299.0,Manual,19898,Petrol,145,55.4,1.4
 Corsa,2019,12299.0,Manual,2369,Petrol,145,43.5,1.4
 Corsa,2019,12699.0,Manual,1794,Petrol,145,43.5,1.4
 Corsa,2018,8999.0,Manual,8591,Petrol,145,54.3,1.4
 Corsa,2015,11000.0,Manual,17392,Petrol,235,37.7,1.6
 Corsa,2016,8799.0,Manual,9334,Petrol,30,55.4,1.4
 Corsa,2015,6600.0,Manual,46513,Petrol,30,57.6,1.0
 Corsa,2017,7000.0,Manual,31099,Petrol,30,55.4,1.4
 Corsa,2016,5925.0,Manual,28508,Petrol,125,53.3,1.2
 Corsa,2015,6995.0,Manual,26784,Petrol,30,55.4,1.4
 Corsa,2017,7995.0,Manual,20320,Petrol,30,55.4,1.4
 Corsa,2015,5995.0,Manual,31538,Petrol,30,55.4,1.4
 Corsa,2017,7289.0,Manual,22500,Petrol,150,54.3,1.4
 Corsa,2016,7200.0,Manual,42483,Petrol,30,55.4,1.4
 Corsa,2019,12699.0,Manual,1724,Petrol,145,43.5,1.4
 Corsa,2017,8495.0,Manual,22970,Petrol,30,54.3,1.4
 Corsa,2015,7499.0,Manual,24644,Petrol,30,55.4,1.4
 Corsa,2017,8999.0,Manual,30060,Petrol,145,49.6,1.4
 Corsa,2011,4295.0,Manual,84000,Petrol,125,53.3,1.2
 Corsa,2013,4995.0,Manual,62000,Petrol,125,51.4,1.4
 Corsa,2015,7400.0,Manual,31968,Petrol,125,53.3,1.2
 Corsa,2015,7600.0,Manual,27660,Petrol,30,55.4,1.4
 Corsa,2019,9000.0,Manual,1963,Petrol,145,43.5,1.4
 Corsa,2014,4650.0,Manual,39143,Petrol,125,51.4,1.2
 Corsa,2016,9500.0,Manual,14500,Petrol,125,54.3,1.4
 Corsa,2011,4000.0,Manual,55000,Petrol,125,53.3,1.2
 Corsa,2010,2999.0,Manual,61087,Petrol,125,53.3,1.2
 Corsa,2011,3499.0,Manual,67930,Petrol,125,53.3,1.2
 Corsa,2015,8799.0,Manual,35364,Petrol,235,37.7,1.6
 Corsa,2016,7000.0,Manual,40854,Petrol,30,57.6,1.0
 Corsa,2012,3699.0,Manual,104142,Petrol,125,51.4,1.4
 Corsa,2013,3999.0,Manual,84094,Petrol,125,51.4,1.2
 Corsa,2011,3999.0,Manual,48682,Petrol,30,55.4,1.2
 Corsa,2010,2999.0,Manual,73521,Petrol,125,53.3,1.2
 Corsa,2016,5795.0,Manual,61860,Diesel,0,83.1,1.2
 Corsa,2015,7995.0,Manual,38000,Petrol,30,55.4,1.4
 Corsa,2018,8995.0,Manual,10470,Petrol,145,55.4,1.4
 Corsa,2012,4399.0,Manual,36000,Petrol,125,51.4,1.2
 Corsa,2015,6499.0,Manual,46000,Petrol,125,54.3,1.4
 Corsa,2014,4999.0,Manual,55000,Petrol,125,51.4,1.2
 Corsa,2014,6299.0,Manual,22000,Petrol,125,51.4,1.2
 Corsa,2014,4399.0,Manual,49000,Petrol,125,51.4,1.2
 Corsa,2013,4999.0,Manual,19000,Petrol,125,51.4,1.2
 Corsa,2019,11000.0,Manual,5869,Petrol,150,43.5,1.4
 Corsa,2015,7000.0,Manual,35816,Petrol,30,57.6,1.0
 Corsa,2015,5500.0,Manual,37295,Petrol,125,53.3,1.2
 Corsa,2019,10895.0,Manual,13057,Petrol,145,43.5,1.4
 Corsa,2017,8500.0,Manual,18835,Petrol,30,54.3,1.4
 Corsa,2019,12500.0,Automatic,3292,Petrol,145,40.9,1.4
 Corsa,2019,9695.0,Manual,3482,Petrol,145,43.5,1.4
 Corsa,2011,4000.0,Manual,49583,Petrol,125,53.3,1.2
 Corsa,2019,9795.0,Manual,14787,Petrol,145,43.5,1.4
 Corsa,2018,8995.0,Manual,10139,Petrol,145,55.4,1.4
 Corsa,2017,7695.0,Manual,31971,Petrol,145,55.4,1.4
 Corsa,2016,7000.0,Manual,21539,Petrol,30,55.4,1.4
 Corsa,2012,4000.0,Manual,72627,Petrol,125,51.4,1.4
 Corsa,2017,8000.0,Manual,30739,Petrol,145,55.4,1.4
 Corsa,2016,10000.0,Automatic,15994,Petrol,150,47.9,1.4
 Corsa,2014,5995.0,Manual,22203,Petrol,125,51.4,1.2
 Corsa,2015,6995.0,Manual,22821,Petrol,30,57.6,1.0
 Corsa,2016,6995.0,Manual,50129,Petrol,30,55.4,1.4
 Corsa,2016,7499.0,Manual,10217,Petrol,30,55.4,1.4
 Corsa,2018,9125.0,Manual,7559,Petrol,145,49.6,1.4
 Corsa,2017,7200.0,Manual,19674,Petrol,145,55.4,1.4
 Corsa,2018,7999.0,Manual,6794,Petrol,145,55.4,1.4
 Corsa,2018,9199.0,Manual,9996,Petrol,145,43.5,1.4
 Corsa,2016,8099.0,Manual,8054,Petrol,30,55.4,1.4
 Corsa,2016,8050.0,Manual,14037,Petrol,30,55.4,1.4
 Corsa,2017,8750.0,Manual,11586,Petrol,145,47.9,1.4
 Corsa,2016,8499.0,Manual,28316,Petrol,145,48.7,1.4
 Corsa,2013,5850.0,Manual,31241,Petrol,125,51.4,1.2
 Corsa,2012,3849.0,Manual,64842,Petrol,30,55.4,1.2
 Corsa,2016,5999.0,Semi-Auto,64000,Diesel,0,85.6,1.2
 Corsa,2017,7799.0,Manual,22656,Petrol,150,55.4,1.4
 Corsa,2011,4499.0,Manual,55096,Petrol,125,53.3,1.2
 Corsa,2011,3499.0,Manual,77793,Petrol,125,53.3,1.2
 Corsa,2018,8499.0,Manual,12803,Petrol,145,55.4,1.4
 Corsa,2016,7650.0,Manual,44155,Petrol,30,54.3,1.4
 Corsa,2016,6999.0,Manual,28400,Petrol,30,55.4,1.4
 Corsa,2012,3999.0,Manual,67500,Petrol,125,51.4,1.2
 Corsa,2017,9991.0,Manual,32342,Petrol,240,37.7,1.6
 Corsa,2015,5999.0,Manual,49572,Petrol,30,57.6,1.0
 Corsa,2015,5799.0,Manual,29983,Petrol,125,53.3,1.2
 Corsa,2017,7499.0,Manual,12000,Petrol,30,55.4,1.4
 Corsa,2018,10000.0,Automatic,12000,Petrol,145,47.9,1.4
 Corsa,2018,7000.0,Manual,52000,Diesel,145,80.7,1.2
 Corsa,2019,9399.0,Manual,12100,Petrol,145,43.5,1.4
 Corsa,2019,9999.0,Manual,3766,Petrol,145,43.5,1.4
 Corsa,2019,10999.0,Manual,3389,Petrol,145,43.5,1.4
 Corsa,2019,10499.0,Manual,4615,Petrol,145,43.5,1.4
 Corsa,2018,8995.0,Manual,17880,Petrol,145,54.3,1.4
 Corsa,2016,8499.0,Manual,17956,Petrol,30,55.4,1.4
 Corsa,2017,9999.0,Automatic,28829,Petrol,145,47.9,1.4
 Corsa,2016,8495.0,Manual,32176,Petrol,30,55.4,1.4
 Corsa,2016,6199.0,Manual,34166,Petrol,30,55.4,1.4
 Corsa,2016,10199.0,Automatic,9266,Petrol,145,47.9,1.4
 Corsa,2019,12999.0,Manual,4080,Petrol,140,54.3,1.4
 Corsa,2019,9999.0,Manual,3588,Petrol,140,43.5,1.4
 Corsa,2019,9999.0,Manual,3214,Petrol,145,43.5,1.4
 Corsa,2019,9999.0,Manual,4878,Petrol,145,43.5,1.4
 Corsa,2016,7995.0,Manual,25968,Petrol,30,54.3,1.4
 Corsa,2017,7999.0,Manual,44304,Petrol,30,55.4,1.4
 Corsa,2016,8000.0,Manual,24648,Petrol,30,55.4,1.4
 Corsa,2015,7999.0,Manual,18039,Petrol,30,55.4,1.4
 Corsa,2016,6799.0,Manual,42732,Petrol,30,55.4,1.4
 Corsa,2018,8999.0,Manual,13126,Petrol,145,55.4,1.4
 Corsa,2017,8999.0,Manual,12000,Petrol,30,54.3,1.4
 Corsa,2018,8499.0,Manual,10793,Petrol,145,55.4,1.4
 Corsa,2017,8299.0,Manual,23000,Petrol,150,55.4,1.4
 Corsa,2017,6999.0,Manual,30000,Petrol,30,55.4,1.4
 Corsa,2016,9000.0,Manual,25313,Petrol,30,55.4,1.4
 Corsa,2015,6299.0,Manual,43000,Petrol,30,55.4,1.4
 Corsa,2017,7999.0,Manual,39414,Petrol,30,55.4,1.4
 Corsa,2016,8799.0,Manual,14116,Petrol,30,55.4,1.4
 Corsa,2018,7299.0,Manual,16000,Petrol,150,54.3,1.4
 Corsa,2010,900.0,Manual,104000,Diesel,30,67.3,1.2
 Corsa,2016,7299.0,Manual,27299,Petrol,30,55.4,1.4
 Corsa,2016,5991.0,Manual,56135,Petrol,30,55.4,1.4
 Corsa,2012,4491.0,Manual,61113,Petrol,125,51.4,1.4
 Corsa,2010,3491.0,Manual,77143,Petrol,125,53.3,1.2
 Corsa,2015,6991.0,Manual,31112,Petrol,30,55.4,1.4
 Corsa,2009,2991.0,Manual,84879,Petrol,165,46.3,1.4
 Corsa,2006,1991.0,Manual,56998,Petrol,145,48.7,1.2
 Corsa,2012,3391.0,Manual,106721,Petrol,125,51.4,1.2
 Corsa,2004,1491.0,Manual,64622,Petrol,160,44.8,1.2
 Corsa,2012,2995.0,Manual,96500,Petrol,125,51.4,1.4
 Corsa,2019,10000.0,Manual,7408,Petrol,145,43.5,1.4
 Corsa,2016,6295.0,Manual,42140,Petrol,30,54.3,1.4
 Corsa,2011,4195.0,Automatic,53600,Petrol,160,44.8,1.4
 Corsa,2016,6795.0,Manual,23250,Petrol,30,55.4,1.4
 Corsa,2015,6495.0,Manual,42000,Petrol,30,55.4,1.4
 Corsa,2013,4695.0,Manual,60000,Petrol,125,51.4,1.2
 Corsa,2007,1995.0,Manual,110000,Petrol,160,45.6,1.4
 Corsa,2010,2795.0,Manual,104000,Diesel,0,76.3,1.2
 Corsa,2009,3195.0,Manual,51000,Petrol,165,46.3,1.2
 Corsa,2018,8690.0,Manual,3181,Petrol,145,55.4,1.4
 Corsa,2017,7895.0,Manual,21450,Petrol,30,54.3,1.4
 Corsa,2010,3490.0,Manual,60000,Petrol,125,51.4,1.4
 Corsa,2017,7490.0,Manual,29975,Petrol,150,55.4,1.4
 Corsa,2018,8299.0,Manual,8785,Petrol,145,43.5,1.4
 Corsa,2019,9000.0,Manual,10889,Petrol,145,43.5,1.4
 Corsa,2017,7420.0,Manual,33760,Petrol,30,55.4,1.4
 Corsa,2017,9999.0,Manual,7472,Petrol,30,54.3,1.4
 Corsa,2018,7999.0,Manual,5574,Petrol,145,55.4,1.4
 Corsa,2016,8999.0,Manual,24759,Petrol,145,49.6,1.4
 Corsa,2012,2495.0,Manual,93000,Diesel,20,70.6,1.2
 Corsa,2018,9590.0,Manual,5447,Petrol,150,43.5,1.4
 Corsa,2010,4295.0,Automatic,71000,Petrol,145,47.9,1.4
 Corsa,2019,9499.0,Manual,17211,Petrol,145,43.5,1.4
 Corsa,2016,7395.0,Manual,5068,Petrol,30,55.4,1.4
 Corsa,2013,4999.0,Manual,31400,Petrol,125,51.4,1.2
 Corsa,2018,8899.0,Manual,4000,Petrol,140,55.4,1.4
 Corsa,2018,8000.0,Manual,10249,Petrol,145,43.5,1.4
 Corsa,2017,7762.0,Manual,22267,Petrol,30,55.4,1.4
 Corsa,2016,8799.0,Manual,8428,Petrol,30,55.4,1.4
 Corsa,2018,9499.0,Automatic,17006,Petrol,145,47.9,1.4
 Corsa,2016,6799.0,Manual,24597,Petrol,30,55.4,1.4
 Corsa,2008,2395.0,Manual,59000,Petrol,165,46.3,1.2
 Corsa,2014,4995.0,Manual,59000,Petrol,125,51.4,1.2
 Corsa,2016,6699.0,Manual,53380,Petrol,30,55.4,1.4
 Corsa,2016,6999.0,Manual,45367,Petrol,30,55.4,1.4
 Corsa,2014,3500.0,Manual,71000,Diesel,0,85.6,1.2
 Corsa,2013,4675.0,Manual,39000,Petrol,125,51.4,1.2
 Corsa,2010,2995.0,Manual,91000,Petrol,125,53.3,1.2
 Corsa,2015,6499.0,Manual,31311,Petrol,125,54.3,1.4
 Corsa,2010,3000.0,Manual,42300,Petrol,125,53.3,1.2
 Corsa,2014,5899.0,Manual,18078,Petrol,125,51.4,1.2
 Corsa,2010,3294.0,Manual,79000,Petrol,125,53.3,1.2
 Corsa,2012,3957.0,Manual,58051,Petrol,125,51.4,1.2
 Corsa,2015,6899.0,Manual,6882,Petrol,125,53.3,1.2
 Corsa,2015,6999.0,Manual,21967,Petrol,30,57.6,1.0
 Corsa,2014,8189.0,Manual,15627,Petrol,235,38.7,1.6
 Corsa,2017,9899.0,Automatic,15551,Petrol,145,47.1,1.4
 Corsa,2012,3995.0,Manual,59000,Petrol,125,51.4,1.4
 Corsa,2015,6250.0,Manual,35449,Petrol,125,54.3,1.4
 Corsa,2015,6049.0,Manual,57483,Petrol,125,53.3,1.2
 Corsa,2016,6999.0,Manual,45055,Petrol,30,55.4,1.4
